Age,Education,MaritalStatus,Occupation,Race,Gender,HoursPerWeek,Country,Salary
50, Masters, Divorced, Prof-specialty, White, Female,45, United-States, <=50K
40, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,84, United-States, <=50K
51, HS-grad, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K
34, HS-grad, Never-married, Prof-specialty, White, Female,45, United-States, <=50K
28, Bachelors, Never-married, Protective-serv, White, Female,40, United-States, <=50K
52, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,70, Germany, >50K
39, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
43, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
36, Bachelors, Never-married, Prof-specialty, White, Female,35, United-States, >50K
25, Bachelors, Never-married, Prof-specialty, White, Female,15, United-States, <=50K
42, Some-college, Divorced, Adm-clerical, White, Female,38, United-States, <=50K
35, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, Germany, <=50K
43, Masters, Married-civ-spouse, Exec-managerial, White, Male,53, United-States, >50K
34, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
50, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,38, United-States, >50K
30, Some-college, Married-civ-spouse, Transport-moving, White, Male,60, United-States, <=50K
44, Masters, Married-civ-spouse, Prof-specialty, White, Male,44, United-States, >50K
52, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
35, Assoc-acdm, Married-civ-spouse, Sales, White, Male,60, United-States, <=50K
36, Assoc-voc, Divorced, Prof-specialty, White, Male,40, United-States, >50K
30, Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander, Female,52, Taiwan, <=50K
36, Bachelors, Married-civ-spouse, Sales, White, Male,45, United-States, >50K
39, Bachelors, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
25, 1st-4th, Married-civ-spouse, Farming-fishing, White, Male,96, Mexico, <=50K
26, Bachelors, Never-married, Tech-support, White, Male,40, United-States, <=50K
20, HS-grad, Never-married, Sales, Black, Female,20, United-States, <=50K
20, Some-college, Never-married, Protective-serv, White, Male,40, United-States, <=50K
70, 5th-6th, Married-civ-spouse, ?, White, Male,20, United-States, <=50K
26, HS-grad, Never-married, Transport-moving, White, Male,50, United-States, <=50K
24, Some-college, Never-married, Adm-clerical, Black, Female,35, United-States, <=50K
48, Bachelors, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
62, HS-grad, Divorced, Priv-house-serv, Black, Female,99, United-States, <=50K
48, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
52, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
25, Bachelors, Never-married, Sales, White, Male,44, United-States, <=50K
58, 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
40, Bachelors, Never-married, Prof-specialty, White, Female,45, United-States, <=50K
29, Some-college, Married-civ-spouse, ?, White, Female,40, United-States, <=50K
45, 7th-8th, Married-civ-spouse, Exec-managerial, White, Male,52, ?, <=50K
19, Some-college, Never-married, Other-service, White, Female,20, United-States, <=50K
37, 11th, Never-married, Handlers-cleaners, Black, Male,40, United-States, <=50K
23, 11th, Married-civ-spouse, Machine-op-inspct, White, Male,40, Puerto-Rico, <=50K
31, HS-grad, Divorced, Craft-repair, White, Male,60, United-States, <=50K
64, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,20, United-States, <=50K
28, Some-college, Never-married, Adm-clerical, White, Female,16, United-States, <=50K
32, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K
49, Some-college, Divorced, Adm-clerical, White, Female,44, United-States, <=50K
35, Some-college, Divorced, Adm-clerical, White, Female,40, United-States, >50K
19, Some-college, Never-married, ?, White, Female,35, United-States, <=50K
45, Doctorate, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
39, 12th, Married-civ-spouse, Transport-moving, White, Male,70, United-States, >50K
55, Some-college, Never-married, Adm-clerical, Black, Female,45, ?, <=50K
46, Bachelors, Divorced, Other-service, Asian-Pac-Islander, Female,60, South, >50K
19, Some-college, Never-married, Adm-clerical, White, Female,16, United-States, <=50K
29, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female,40, Scotland, <=50K
25, HS-grad, Married-civ-spouse, Protective-serv, White, Male,35, United-States, <=50K
37, Bachelors, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
30, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
28, HS-grad, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male,40, Philippines, <=50K
36, Some-college, Separated, Adm-clerical, Black, Female,56, United-States, <=50K
32, Some-college, Never-married, Exec-managerial, Black, Female,35, United-States, <=50K
34, 11th, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
34, HS-grad, Never-married, Adm-clerical, White, Female,36, United-States, <=50K
20, Some-college, Never-married, Sales, White, Female,40, United-States, <=50K
27, Masters, Never-married, Transport-moving, White, Male,40, United-States, <=50K
36, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K
35, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
37, HS-grad, Divorced, Exec-managerial, White, Male,35, United-States, <=50K
32, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
32, Masters, Never-married, Prof-specialty, White, Female,20, United-States, <=50K
52, HS-grad, Divorced, Sales, White, Female,48, United-States, <=50K
50, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
23, HS-grad, Never-married, Other-service, White, Female,30, United-States, <=50K
25, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
21, Preschool, Never-married, Farming-fishing, White, Male,50, Mexico, <=50K
31, HS-grad, Divorced, Sales, White, Female,32, United-States, <=50K
31, Some-college, Married-civ-spouse, Other-service, White, Female,30, United-States, <=50K
41, Assoc-voc, Separated, Other-service, White, Male,40, United-States, <=50K
47, Some-college, Married-civ-spouse, Tech-support, White, Male,60, United-States, <=50K
20, Some-college, Never-married, ?, White, Female,10, United-States, <=50K
20, Some-college, Never-married, Adm-clerical, White, Female,45, United-States, <=50K
29, 10th, Divorced, Machine-op-inspct, Black, Female,25, United-States, <=50K
51, Some-college, Widowed, Adm-clerical, White, Female,40, United-States, <=50K
30, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,33, United-States, >50K
23, Some-college, Never-married, ?, White, Female,12, United-States, <=50K
48, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,35, United-States, >50K
39, HS-grad, Separated, Exec-managerial, White, Male,40, United-States, >50K
62, Bachelors, Married-civ-spouse, Sales, White, Male,35, United-States, <=50K
22, Bachelors, Never-married, Other-service, White, Male,30, United-States, <=50K
46, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
51, Masters, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K
20, HS-grad, Never-married, Sales, White, Female,32, United-States, <=50K
40, Assoc-acdm, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
31, Bachelors, Never-married, Tech-support, White, Male,40, United-States, <=50K
30, Some-college, Never-married, Craft-repair, White, Male,40, United-States, <=50K
52, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,38, United-States, <=50K
20, HS-grad, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
37, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
65, Bachelors, Widowed, Other-service, White, Female,40, United-States, <=50K
40, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
60, Bachelors, Married-civ-spouse, Protective-serv, White, Male,48, United-States, >50K
27, HS-grad, Never-married, Craft-repair, White, Male,35, Ireland, <=50K
62, Bachelors, Married-civ-spouse, Sales, White, Male,60, United-States, >50K
53, HS-grad, Divorced, Sales, White, Female,35, United-States, <=50K
38, Bachelors, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
49, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
21, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
18, Some-college, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
25, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
36, 11th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
52, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
19, Some-college, Never-married, Tech-support, White, Male,14, United-States, <=50K
23, Bachelors, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
63, Bachelors, Married-civ-spouse, Sales, White, Male,15, United-States, <=50K
63, Assoc-voc, Married-civ-spouse, Other-service, White, Male,45, United-States, <=50K
62, Bachelors, Divorced, Sales, White, Male,40, United-States, >50K
51, Assoc-acdm, Married-civ-spouse, Sales, White, Male,30, United-States, >50K
76, Some-college, Widowed, Adm-clerical, White, Female,30, United-States, <=50K
50, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
45, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50, United-States, >50K
44, Some-college, Divorced, Sales, White, Male,45, United-States, >50K
51, 7th-8th, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
42, Bachelors, Never-married, Exec-managerial, White, Male,35, United-States, <=50K
43, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
53, 11th, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
29, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
41, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
44, HS-grad, Divorced, Craft-repair, White, Male,40, United-States, <=50K
35, 10th, Widowed, Other-service, Black, Female,40, United-States, <=50K
27, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
35, Some-college, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
60, Assoc-voc, Widowed, Craft-repair, White, Female,30, United-States, <=50K
49, Some-college, Divorced, Exec-managerial, White, Male,45, United-States, >50K
33, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, <=50K
35, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
31, Some-college, Married-civ-spouse, Adm-clerical, White, Male,38, United-States, <=50K
54, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,60, United-States, >50K
57, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, <=50K
30, 9th, Never-married, Craft-repair, White, Male,45, United-States, <=50K
45, 10th, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male,40, Vietnam, <=50K
41, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,42, United-States, >50K
25, Bachelors, Never-married, Other-service, White, Male,18, United-States, <=50K
51, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
42, 5th-6th, Separated, Adm-clerical, White, Male,40, El-Salvador, <=50K
28, Assoc-voc, Never-married, Handlers-cleaners, White, Male,45, United-States, <=50K
47, 10th, Married-civ-spouse, ?, White, Female,20, Cuba, <=50K
53, Bachelors, Divorced, Tech-support, Amer-Indian-Eskimo, Male,40, United-States, <=50K
31, Bachelors, Never-married, Exec-managerial, White, Female,50, United-States, >50K
46, 11th, Married-civ-spouse, Other-service, Black, Male,40, United-States, >50K
25, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
47, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
26, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, ?, <=50K
30, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
48, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
22, Some-college, Never-married, Other-service, Black, Male,40, United-States, <=50K
32, Some-college, Married-civ-spouse, Craft-repair, White, Male,30, United-States, <=50K
33, Doctorate, Never-married, Prof-specialty, White, Male,45, United-States, >50K
31, HS-grad, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
43, Some-college, Married-civ-spouse, Other-service, White, Female,20, England, >50K
26, Assoc-voc, Never-married, Other-service, White, Female,40, United-States, <=50K
34, HS-grad, Married-civ-spouse, Farming-fishing, Black, Male,40, United-States, <=50K
50, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K
30, HS-grad, Separated, Adm-clerical, Black, Female,40, United-States, <=50K
17, 11th, Never-married, Other-service, White, Male,20, United-States, <=50K
35, Masters, Never-married, Prof-specialty, Black, Female,40, United-States, <=50K
29, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
27, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male,40, El-Salvador, <=50K
32, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male,40, ?, <=50K
34, Bachelors, Never-married, Sales, White, Male,40, United-States, >50K
32, HS-grad, Separated, Handlers-cleaners, White, Female,40, United-States, <=50K
47, Some-college, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
40, Some-college, Never-married, Sales, White, Female,40, United-States, <=50K
26, Assoc-voc, Never-married, Other-service, White, Female,40, United-States, <=50K
30, HS-grad, Never-married, Other-service, White, Female,40, Ireland, <=50K
54, HS-grad, Divorced, Craft-repair, White, Male,40, United-States, <=50K
53, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, >50K
38, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, ?, >50K
