Birth Rate,Business Tax Rate,CO2 Emissions,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
,,143,Turks and Caicos Islands,,,,,,,,,,,,,,1,,,,27642,88.3%,The Americas,,,12/1/2006
1.4%,47.4%,5737616,United States,6,,2296686,"$13,857,900,000,000",15.9%,"$7,110",325,0.7%,0.7,8.0%,80,75,0.8,1,20.4%,67.2%,12.4%,298379912,80.1%,The Americas,"$133,393,000,000","$105,476,000,000",12/1/2006
1.5%,71.3%,6648,Uruguay,43,,3183,"$19,579,479,147",8.3%,$491,304,1.2%,0.3,9.3%,80,72,0.7,1,23.5%,62.8%,13.6%,3330217,93.6%,The Americas,"$711,000,000","$305,000,000",12/1/2006
2.2%,49.8%,171825,"Venezuela, RB",141,,63705,"$183,477,522,124",5.7%,$387,864,1.5%,0.2,15.5%,76,71,0.7,1,30.9%,64.0%,5.1%,27190882,88.6%,The Americas,"$843,000,000","$1,807,000,000",12/1/2006
1.3%,,,Virgin Islands (U.S.),,,,,,,,,0.3,,82,76,,1,21.9%,67.0%,11.1%,107700,93.9%,The Americas,"$1,467,000,000",,12/1/2006
2.3%,74.2%,112339,Algeria,25,,36793,"$134,977,867,932",3.5%,$135,451,2.6%,0.1,8.0%,72,69,0.8,1,27.7%,67.7%,4.6%,35097043,65.3%,Africa,"$332,000,000","$504,000,000",12/1/2007
4.8%,52.1%,25152,Angola,119,,10697,"$60,448,890,972",3.4%,$115,272,11.7%,0.0,17.7%,51,48,0.3,1,47.9%,49.7%,2.4%,17712824,37.7%,Africa,"$236,000,000","$473,000,000",12/1/2007
3.9%,73.2%,4499,Benin,31,,3206,"$5,506,275,948",4.5%,$29,270,6.9%,0.0,,59,57,0.2,1,44.1%,53.1%,2.8%,8707490,40.7%,Africa,"$206,000,000","$107,000,000",12/1/2007
2.5%,17.1%,4701,Botswana,107,,2033,"$10,939,028,155",4.7%,$269,140,4.3%,0.1,16.2%,46,46,0.6,1,35.1%,61.6%,3.3%,1915187,55.5%,Africa,"$548,000,000","$284,000,000",12/1/2007
4.4%,47.6%,1646,Burkina Faso,18,,,"$6,755,823,933",7.7%,$32,270,7.9%,0.0,,54,53,0.1,1,46.3%,51.1%,2.5%,14235075,23.2%,Africa,"$61,000,000","$93,000,000",12/1/2007
4.4%,279.7%,191,Burundi,13,,,"$1,356,078,300",10.0%,$16,140,6.9%,0.0,16.8%,53,50,0.0,1,44.5%,52.9%,2.6%,8328312,9.9%,Africa,"$2,300,000","$106,000,000",12/1/2007
4.0%,50.8%,5834,Cameroon,38,,6340,"$20,431,779,034",4.7%,$50,654,7.3%,0.0,15.0%,53,52,0.2,1,43.9%,52.8%,3.3%,19097676,49.7%,Africa,"$254,000,000","$466,000,000",12/1/2007
3.6%,203.8%,235,Central African Republic,22,,,"$1,698,125,680",4.3%,$18,504,10.8%,0.0,15.0%,48,45,0.1,1,41.5%,54.6%,3.9%,4106897,38.3%,Africa,"$10,800,000","$54,000,000",12/1/2007
4.9%,74.0%,462,Chad,64,,,"$8,638,711,757",4.2%,$27,732,9.9%,0.0,15.0%,49,48,0.1,1,49.2%,48.2%,2.6%,10694366,21.9%,Africa,,,12/1/2007
3.9%,217.9%,121,Comoros,22,,41,"$464,948,879",4.9%,$36,100,6.8%,0.0,10.5%,61,58,0.1,1,41.8%,55.2%,3.0%,632736,27.9%,Africa,"$30,000,000","$15,000,000",12/1/2007
4.5%,288.1%,2604,"Congo, Dem. Rep.",133,,21459,"$16,364,027,647",5.9%,$10,308,10.0%,0.0,47.0%,50,47,0.1,1,46.0%,51.2%,2.8%,57187942,38.4%,Africa,"$700,000","$109,000,000",12/1/2007
3.9%,64.9%,1437,"Congo, Rep.",37,,1209,"$8,394,688,589",2.5%,$57,606,5.3%,0.0,15.0%,57,54,0.3,1,42.2%,54.3%,3.5%,3758858,61.9%,Africa,"$54,000,000","$168,000,000",12/1/2007
3.6%,44.6%,6883,Cote d'Ivoire,40,,10233,"$19,795,705,245",6.6%,$72,270,8.4%,0.0,,49,47,0.4,1,42.2%,54.8%,3.0%,17949061,48.3%,Africa,"$115,000,000","$606,000,000",12/1/2007
2.9%,37.8%,488,Djibouti,37,,143,"$847,918,929",7.7%,$78,66,6.7%,0.0,11.2%,60,57,0.1,1,35.7%,60.8%,3.5%,798690,76.9%,Africa,"$6,800,000","$14,200,000",12/1/2007
2.4%,45.1%,192382,"Egypt, Arab Rep.",10,,71189,"$130,477,817,194",4.9%,$85,711,2.3%,0.2,12.5%,72,68,0.4,1,31.9%,62.6%,5.4%,74229577,43.1%,Africa,"$10,327,000,000","$2,886,000,000",12/1/2007
3.8%,44.1%,4796,Equatorial Guinea,135,,1759,"$10,197,937,673",2.4%,$380,492,8.2%,0.0,15.0%,51,49,0.2,1,40.0%,56.9%,3.1%,639618,39.0%,Africa,,,12/1/2007
4.0%,84.5%,579,Eritrea,84,,721,"$1,317,974,493",3.3%,$8,216,4.4%,0.0,,62,57,0.0,1,43.1%,54.9%,2.0%,5209846,19.5%,Africa,"$61,000,000",,12/1/2007
3.7%,30.3%,5915,Ethiopia,18,,30536,"$19,346,646,117",4.8%,$11,198,6.1%,0.0,7.5%,60,58,0.0,1,45.7%,51.1%,3.2%,80440708,16.1%,Africa,"$790,000,000","$107,000,000",12/1/2007
3.3%,44.7%,2332,Gabon,57,,1832,"$11,570,860,872",3.3%,$262,488,4.8%,0.1,15.0%,62,60,0.8,1,39.1%,55.4%,5.5%,1447388,84.4%,Africa,,,12/1/2007
4.4%,292.1%,396,"Gambia, The",32,,133,"$798,869,805",4.1%,$21,376,5.5%,0.1,27.9%,59,56,0.5,1,46.0%,51.4%,2.5%,1529406,54.0%,Africa,"$87,000,000","$8,000,000",12/1/2007
3.3%,32.7%,9578,Ghana,15,,9064,"$24,757,608,488",6.0%,$66,304,5.7%,0.0,,61,59,0.3,1,39.7%,56.8%,3.5%,22525659,48.7%,Africa,"$990,000,000","$816,000,000",12/1/2007
3.9%,80.7%,1210,Guinea,40,,,"$4,134,173,271",6.3%,$26,416,7.9%,0.0,,55,53,0.2,1,43.3%,53.4%,3.2%,10046967,33.6%,Africa,"$1,100,000","$96,000,000",12/1/2007
4.0%,45.9%,231,Guinea-Bissau,259,,95,"$690,721,769",6.1%,$29,208,9.1%,0.0,,54,52,0.2,1,42.5%,54.6%,2.9%,1484337,42.6%,Africa,"$28,400,000","$40,700,000",12/1/2007
3.8%,49.3%,9831,Kenya,44,,17230,"$27,236,739,896",4.4%,$32,432,5.8%,0.1,13.3%,58,55,0.3,1,42.6%,54.7%,2.7%,37752304,22.4%,Africa,"$1,514,000,000","$265,000,000",12/1/2007
2.8%,22.4%,7,Lesotho,73,,19,"$1,597,484,736",8.5%,$69,342,8.2%,0.0,14.1%,45,45,0.2,1,38.9%,56.6%,4.5%,1955784,23.3%,Africa,"$31,000,000","$276,000,000",12/1/2007
3.9%,42.9%,678,Liberia,68,,,"$739,026,892",10.2%,$21,158,7.2%,0.0,15.0%,58,56,0.2,1,43.4%,53.5%,3.0%,3522294,46.7%,Africa,"$131,000,000","$48,000,000",12/1/2007
2.3%,,54209,Libya,,,17525,"$71,803,278,689",2.5%,$276,,1.7%,0.0,6.0%,76,72,0.8,1,30.0%,65.6%,4.4%,5782108,77.2%,Africa,"$99,000,000","$1,010,000,000",12/1/2007
3.7%,46.5%,1815,Madagascar,7,,,"$7,342,905,883",5.0%,$19,238,4.9%,0.0,45.0%,63,61,0.1,1,44.3%,52.8%,2.9%,19371023,30.0%,Africa,"$506,000,000","$94,000,000",12/1/2007
4.2%,33.0%,953,Malawi,39,,,"$3,647,817,219",6.7%,$18,370,6.4%,0.0,27.7%,51,51,0.1,1,46.1%,50.9%,3.0%,13713758,15.2%,Africa,"$43,000,000","$79,000,000",12/1/2007
4.8%,51.4%,579,Mali,25,,,"$7,145,394,015",7.0%,$39,270,9.0%,0.0,,52,53,0.2,1,46.4%,50.6%,3.0%,12725629,33.6%,Africa,"$227,000,000","$201,000,000",12/1/2007
3.6%,94.7%,1914,Mauritania,65,,,"$3,356,758,534",4.4%,$37,696,7.3%,0.0,23.5%,62,59,0.4,1,41.1%,55.7%,3.1%,3330037,54.6%,Africa,,,12/1/2007
1.4%,24.2%,3887,Mauritius,7,,1194,"$7,792,063,567",5.0%,$316,161,1.4%,0.2,21.9%,76,69,0.8,1,23.0%,70.0%,7.0%,1260403,41.2%,Africa,"$1,663,000,000","$384,000,000",12/1/2007
2.0%,44.4%,50267,Morocco,12,,14457,"$75,226,318,359",5.5%,$134,358,3.3%,0.2,,71,68,0.7,1,29.5%,65.4%,5.0%,30667086,56.2%,Africa,"$8,307,000,000","$1,418,000,000",12/1/2007
4.3%,37.5%,2391,Mozambique,29,,9144,"$8,035,635,713",6.0%,$22,230,8.2%,0.0,19.5%,49,47,0.1,1,45.1%,51.7%,3.2%,22171404,30.4%,Africa,"$182,000,000","$209,000,000",12/1/2007
2.8%,25.8%,2409,Namibia,99,,1345,"$8,836,063,690",6.9%,$294,339,4.2%,0.0,12.9%,62,56,0.4,1,39.1%,57.5%,3.4%,2080700,38.6%,Africa,"$542,000,000","$132,000,000",12/1/2007
5.1%,42.4%,821,Niger,23,,,"$4,291,363,547",7.4%,$22,270,7.5%,0.0,,55,55,0.1,1,49.4%,48.1%,2.5%,14197289,17.0%,Africa,"$44,000,000","$48,000,000",12/1/2007
4.2%,32.2%,95210,Nigeria,27,,107683,"$166,451,202,370",7.2%,$81,1120,9.1%,0.1,16.9%,50,49,0.3,1,43.7%,53.6%,2.7%,147187353,40.8%,Africa,"$337,000,000","$6,664,000,000",12/1/2007
3.8%,33.5%,557,Rwanda,16,,,"$3,707,800,459",10.0%,$38,168,5.5%,0.0,16.1%,60,57,0.1,1,44.5%,53.2%,2.4%,9928143,21.1%,Africa,"$177,000,000","$98,000,000",12/1/2007
3.8%,48.7%,84,Sao Tome and Principe,144,,44,"$144,259,257",7.1%,$66,424,4.4%,0.1,32.4%,67,63,0.2,1,41.7%,54.4%,3.9%,163390,59.7%,Africa,"$5,000,000","$700,000",12/1/2007
3.9%,45.5%,5335,Senegal,59,,3000,"$11,284,603,481",4.7%,$45,696,5.2%,0.1,,63,60,0.3,1,43.9%,53.0%,3.1%,11904974,41.5%,Africa,"$622,000,000","$352,000,000",12/1/2007
1.8%,48.4%,653,Seychelles,39,,205,"$1,033,635,773",3.4%,$393,76,1.2%,0.4,10.9%,78,69,0.9,1,23.3%,69.3%,7.5%,85033,51.5%,Africa,"$60,000,000","$11,000,000",12/1/2007
4.0%,235.2%,634,Sierra Leone,26,,,"$2,158,653,216",14.0%,$56,399,12.2%,0.0,25.0%,44,43,0.1,1,42.5%,55.0%,2.5%,5416015,37.4%,Africa,"$22,000,000","$17,000,000",12/1/2007
4.6%,,605,Somalia,,,,,,,,10.4%,0.0,,55,51,0.1,1,47.8%,49.3%,2.9%,8910851,36.0%,Africa,,,12/1/2007
2.2%,36.5%,443648,South Africa,31,,136604,"$286,171,830,700",7.8%,$449,350,4.7%,0.1,13.2%,53,51,0.9,1,30.3%,65.0%,4.8%,48910248,60.6%,Africa,"$10,226,000,000","$6,103,000,000",12/1/2007
3.9%,,,South Sudan,,,,,,,,7.9%,,,53,51,,1,43.6%,53.1%,3.3%,8736736,17.4%,Africa,,,12/1/2007
3.6%,36.1%,12541,Sudan,39,,15294,"$45,456,460,335",6.2%,$85,180,5.9%,0.1,,62,59,0.2,1,42.8%,54.1%,3.1%,33218250,32.9%,Africa,"$262,000,000","$1,477,000,000",12/1/2007
3.1%,36.3%,1063,Swaziland,60,,423,"$3,053,823,329",7.0%,$190,104,7.5%,0.0,13.2%,47,47,0.3,1,40.6%,56.2%,3.2%,1134977,21.8%,Africa,"$32,000,000","$63,000,000",12/1/2007
4.2%,43.9%,6150,Tanzania,26,,18306,"$16,825,547,176",5.7%,$23,172,5.0%,0.0,16.1%,57,55,0.2,1,44.7%,52.2%,3.0%,41119693,26.1%,Africa,"$1,215,000,000","$616,000,000",12/1/2007
3.8%,52.6%,1316,Togo,62,,2458,"$2,523,462,649",6.5%,$28,270,6.5%,0.0,,55,54,0.2,1,42.5%,54.8%,2.8%,5834806,36.1%,Africa,"$38,000,000","$59,000,000",12/1/2007
1.7%,60.6%,23869,Tunisia,11,,9039,"$38,920,218,579",5.6%,$217,268,1.8%,0.2,,76,72,0.8,1,24.6%,68.6%,6.8%,10225100,65.4%,Africa,"$3,373,000,000","$530,000,000",12/1/2007
4.6%,36.8%,3128,Uganda,28,,,"$12,292,813,801",9.4%,$37,237,6.1%,0.0,19.1%,55,54,0.1,1,49.2%,48.3%,2.5%,30728747,13.6%,Africa,"$402,000,000","$220,000,000",12/1/2007
4.4%,15.0%,1654,Zambia,33,,7399,"$11,541,420,981",6.0%,$57,183,7.0%,0.0,18.9%,51,49,0.2,1,46.9%,50.4%,2.7%,12109620,37.5%,Africa,"$138,000,000","$98,000,000",12/1/2007
3.2%,51.4%,10213,Zimbabwe,97,,9438,"$5,291,950,101",,,256,5.8%,0.1,,46,47,0.1,1,41.5%,54.6%,3.8%,12740160,33.7%,Africa,"$365,000,000",,12/1/2007
4.2%,36.3%,1991,Afghanistan,9,,,"$9,843,851,009",10.0%,$30,275,8.0%,0.0,18.1%,59,57,0.2,1,49.2%,48.7%,2.1%,26349243,23.6%,Asia,,,12/1/2007
1.4%,38.8%,5068,Armenia,17,,2853,"$9,206,301,700",4.3%,$133,581,1.9%,0.1,17.5%,77,70,0.6,1,21.1%,67.6%,11.4%,2989882,64.1%,Asia,"$343,000,000","$345,000,000",12/1/2007
1.8%,40.9%,41426,Azerbaijan,36,,12113,"$33,050,343,783",5.1%,$192,952,3.9%,0.1,19.1%,73,67,0.5,1,24.3%,69.3%,6.3%,8581300,52.8%,Asia,"$317,000,000","$381,000,000",12/1/2007
2.2%,37.0%,48467,Bangladesh,74,,26626,"$68,415,421,373",3.5%,$16,400,4.6%,0.0,16.0%,69,68,0.2,1,33.3%,62.3%,4.4%,146457067,28.2%,Asia,"$76,000,000","$530,000,000",12/1/2007
2.2%,40.8%,392,Bhutan,48,,244,"$1,196,091,806",5.0%,$88,274,4.1%,0.1,14.0%,66,65,0.2,1,32.0%,63.8%,4.2%,679365,32.5%,Asia,"$47,000,000","$26,000,000",12/1/2007
1.8%,37.4%,10176,Brunei Darussalam,116,,3227,"$12,247,694,247",2.3%,$738,144,0.8%,0.4,5.5%,79,76,1.0,1,28.0%,68.6%,3.3%,381440,74.3%,Asia,"$233,000,000","$430,000,000",12/1/2007
2.6%,21.5%,3484,Cambodia,86,,3482,"$8,639,164,917",4.5%,$28,137,4.5%,0.0,,72,66,0.2,1,34.1%,61.2%,4.6%,13747288,19.4%,Asia,"$1,169,000,000","$194,000,000",12/1/2007
1.2%,81.2%,6791805,China,35,,2044606,"$3,494,055,942,162",4.4%,$113,832,1.7%,0.2,7.5%,76,73,0.4,1,19.2%,72.9%,7.9%,1317885000,45.2%,Asia,"$41,126,000,000","$33,269,000,000",12/1/2007
1.3%,38.6%,6190,Georgia,11,,3341,"$10,172,260,738",8.2%,$188,387,1.9%,0.1,17.1%,77,70,0.6,1,17.6%,67.8%,14.6%,4388400,52.6%,Asia,"$440,000,000","$277,000,000",12/1/2007
1.0%,24.1%,39963,"Hong Kong SAR, China",11,,14338,"$211,597,405,594",,,80,,0.6,6.8%,85,79,1.6,1,13.2%,74.4%,12.4%,6916300,100.0%,Asia,"$18,237,000,000","$15,042,000,000",12/1/2007
2.2%,72.7%,1611404,India,33,,604659,"$1,238,700,195,644",3.9%,$40,271,5.2%,0.0,13.0%,66,63,0.2,1,31.4%,63.8%,4.9%,1159095250,29.9%,Asia,"$11,234,000,000","$10,690,000,000",12/1/2007
2.1%,37.5%,375545,Indonesia,105,,182885,"$432,216,737,775",3.1%,$58,266,3.1%,0.1,13.9%,71,67,0.4,1,30.0%,65.1%,4.9%,230972808,47.5%,Asia,"$5,831,000,000","$6,578,000,000",12/1/2007
0.9%,52.5%,1251136,Japan,22,,515198,"$4,356,346,715,298",8.2%,"$2,801",350,0.3%,0.7,1.9%,86,79,0.8,1,13.6%,65.4%,21.0%,127770750,88.0%,Asia,"$12,422,000,000","$37,261,000,000",12/1/2007
2.1%,41.4%,220313,Kazakhstan,21,,66231,"$104,849,886,826",3.4%,$233,271,2.5%,0.0,,73,61,0.8,1,24.4%,68.2%,7.3%,15484192,54.3%,Asia,"$1,213,000,000","$1,396,000,000",12/1/2007
1.5%,,70370,"Korea, Dem. Rep.",,,18300,,,,,2.6%,,,72,65,,1,23.9%,68.1%,8.0%,24111989,60.0%,Asia,,,12/1/2007
1.0%,30.2%,495837,"Korea, Rep.",17,,222147,"$1,122,675,892,646",6.4%,"$1,379",290,0.4%,0.8,6.6%,83,76,0.9,1,18.0%,72.0%,10.0%,48597652,81.6%,Asia,"$9,288,000,000","$24,449,000,000",12/1/2007
2.3%,61.4%,5871,Kyrgyz Republic,21,,2726,"$3,802,566,171",6.9%,$51,202,3.2%,0.1,25.3%,72,64,0.4,1,30.4%,64.4%,5.2%,5268400,35.3%,Asia,"$392,000,000","$215,000,000",12/1/2007
2.9%,35.2%,1668,Lao PDR,93,,,"$4,222,945,530",4.2%,$29,672,6.5%,0.0,28.5%,67,64,0.2,1,38.9%,57.4%,3.7%,6013278,29.7%,Asia,"$190,000,000","$14,000,000",12/1/2007
0.8%,,1404,"Macao SAR, China",,,,"$18,054,684,854",,,,,0.5,7.8%,82,77,1.6,1,15.0%,77.8%,7.1%,493206,100.0%,Asia,"$13,733,000,000","$777,000,000",12/1/2007
1.8%,36.0%,205308,Malaysia,31,,69970,"$193,552,802,792",3.5%,$256,166,0.7%,0.6,6.4%,76,72,0.9,1,29.2%,66.3%,4.5%,26813819,68.4%,Asia,"$17,948,000,000","$6,600,000,000",12/1/2007
2.2%,9.3%,917,Maldives,9,,299,"$1,541,978,559",6.3%,$315,,1.5%,0.2,13.0%,77,74,1.0,1,32.2%,63.0%,4.8%,308239,36.3%,Asia,"$1,515,000,000","$152,000,000",12/1/2007
2.2%,39.8%,10092,Mongolia,13,,3114,"$4,234,894,168",5.7%,$93,204,3.3%,0.1,21.8%,70,62,0.5,1,27.6%,68.6%,3.8%,2595068,64.6%,Asia,"$354,000,000","$227,000,000",12/1/2007
1.9%,,12636,Myanmar,,,15595,,1.9%,$7,,4.8%,0.0,17.0%,66,62,0.0,1,27.2%,67.8%,5.0%,50828959,29.9%,Asia,"$97,000,000","$39,000,000",12/1/2007
2.6%,32.8%,2699,Nepal,31,,9308,"$10,325,618,017",5.5%,$23,408,4.2%,0.0,8.0%,67,65,0.1,1,38.7%,56.6%,4.6%,25950022,15.8%,Asia,"$234,000,000","$402,000,000",12/1/2007
2.8%,40.2%,158895,Pakistan,24,,83538,"$152,385,716,312",3.5%,$31,560,7.8%,0.1,11.8%,66,65,0.4,1,37.0%,58.8%,4.2%,163928329,35.4%,Asia,"$912,000,000","$2,083,000,000",12/1/2007
2.6%,49.1%,69669,Philippines,47,,38514,"$149,359,920,006",3.9%,$65,195,2.7%,0.1,8.7%,71,64,0.6,1,36.4%,60.1%,3.5%,88875548,46.1%,Asia,"$5,520,000,000","$2,055,000,000",12/1/2007
1.0%,23.2%,17866,Singapore,5,,21819,"$179,981,089,531",3.5%,"$1,333",80,0.2%,0.7,5.3%,83,78,1.3,1,18.4%,73.1%,8.5%,4588600,100.0%,Asia,"$9,066,000,000","$13,409,000,000",12/1/2007
1.9%,61.7%,12457,Sri Lanka,40,,9261,"$32,351,184,234",3.7%,$59,256,1.1%,0.0,17.1%,77,70,0.4,1,25.2%,67.5%,7.3%,20039000,18.4%,Asia,"$750,000,000","$709,000,000",12/1/2007
3.1%,80.0%,3223,Tajikistan,62,,2583,"$3,719,497,371",5.3%,$28,224,5.0%,0.1,22.7%,70,63,0.3,1,37.0%,59.4%,3.6%,7111025,26.5%,Asia,"$16,500,000","$6,600,000",12/1/2007
1.2%,37.4%,262205,Thailand,33,,104886,"$246,976,870,173",3.6%,$133,264,1.4%,0.2,7.1%,76,70,0.8,1,21.2%,70.7%,8.2%,66076927,40.1%,Asia,"$20,623,000,000","$6,887,000,000",12/1/2007
3.7%,48.4%,183,Timor-Leste,158,,61,"$558,700,000",8.0%,$41,640,5.9%,0.0,15.0%,66,63,0.1,1,47.7%,49.4%,2.9%,1015482,27.6%,Asia,"$26,000,000","$5,000,000",12/1/2007
2.2%,,53516,Turkmenistan,,,22367,"$12,664,165,103",2.1%,$113,,5.5%,0.0,,69,61,0.1,1,31.1%,64.5%,4.4%,4858236,47.6%,Asia,,,12/1/2007
2.3%,90.3%,116944,Uzbekistan,15,,48718,"$22,311,393,928",5.4%,$46,196,4.4%,0.1,,71,64,0.2,1,31.7%,63.7%,4.6%,26868000,36.4%,Asia,"$51,000,000",,12/1/2007
1.7%,39.9%,113651,Vietnam,39,,45777,"$77,414,425,532",7.1%,$58,1050,2.2%,0.2,11.2%,80,70,0.5,1,25.4%,68.0%,6.6%,84221100,28.5%,Asia,"$3,750,000,000","$1,220,000,000",12/1/2007
1.3%,45.9%,4056,Albania,36,,2025,"$10,701,011,856",6.4%,$218,364,1.7%,0.2,14.1%,80,73,0.7,1,25.0%,65.8%,9.2%,2940880,48.9%,Europe,"$1,479,000,000","$1,331,000,000",12/1/2007
1.0%,,539,Andorra,,,,"$3,245,411,584",6.2%,"$3,012",,0.3%,0.7,,,,0.8,1,,,,81292,89.4%,Europe,,,12/1/2007
0.9%,52.4%,69141,Austria,25,,33393,"$375,042,040,684",10.3%,"$4,636",170,0.4%,0.7,,83,77,1.2,1,15.5%,67.8%,16.7%,8300788,65.8%,Europe,"$21,088,000,000","$12,825,000,000",12/1/2007
1.1%,120.8%,60282,Belarus,48,,28039,"$45,275,711,996",6.4%,$304,987,0.6%,0.2,8.6%,76,65,0.7,1,15.0%,70.5%,14.5%,9560000,73.3%,Europe,"$479,000,000","$724,000,000",12/1/2007
1.2%,57.3%,103215,Belgium,4,,57019,"$459,619,168,192",9.5%,"$4,136",156,0.4%,0.6,8.6%,83,77,1.0,1,16.9%,65.9%,17.2%,10625700,97.5%,Europe,"$12,371,000,000","$19,215,000,000",12/1/2007
0.8%,42.8%,27884,Bosnia and Herzegovina,63,,5305,"$15,280,615,815",8.6%,$341,368,0.7%,0.3,7.2%,78,73,0.6,1,18.4%,67.6%,14.0%,3868665,39.2%,Europe,"$804,000,000","$264,000,000",12/1/2007
1.0%,35.8%,52812,Bulgaria,32,,20117,"$42,113,656,147",6.8%,$375,616,1.2%,0.3,10.0%,76,69,1.3,1,13.3%,68.9%,17.7%,7545338,71.3%,Europe,"$4,181,000,000","$2,142,000,000",12/1/2007
0.9%,21.4%,24389,Croatia,22,,9325,"$59,319,390,298",7.5%,"$1,008",196,0.5%,0.4,9.3%,79,72,1.2,1,15.7%,67.0%,17.3%,4436000,56.8%,Europe,"$9,601,000,000","$1,025,000,000",12/1/2007
1.2%,,8196,Cyprus,,,2437,"$21,841,815,681",6.1%,"$1,691",,0.4%,0.4,6.7%,81,77,0.9,1,19.0%,70.0%,11.0%,1063095,68.0%,Europe,"$3,108,000,000","$1,554,000,000",12/1/2007
1.1%,47.7%,123948,Czech Republic,17,,45845,"$180,478,622,230",6.5%,"$1,144",808,0.4%,0.5,5.8%,80,74,1.3,1,14.3%,71.2%,14.5%,10298828,73.5%,Europe,"$7,775,000,000","$3,704,000,000",12/1/2007
1.2%,32.0%,50253,Denmark,6,,19763,"$311,417,554,326",10.0%,"$5,710",135,0.4%,0.9,,81,76,1.2,1,18.5%,65.9%,15.6%,5461438,86.3%,Europe,"$5,978,000,000","$8,830,000,000",12/1/2007
1.2%,48.4%,18845,Estonia,7,,5624,"$21,993,674,015",5.1%,$835,81,0.5%,0.7,6.5%,79,67,1.3,1,15.1%,67.8%,17.2%,1340680,68.5%,Europe,"$1,416,000,000","$804,000,000",12/1/2007
1.4%,,774,Faeroe Islands,,,,"$2,278,229,880",,,,,0.8,,83,78,1.1,1,,,,49554,40.3%,Europe,,,12/1/2007
1.1%,47.8%,63982,Finland,14,,36803,"$246,127,525,620",8.0%,"$3,751",269,0.3%,0.8,,83,76,1.1,1,17.0%,66.8%,16.3%,5288720,83.2%,Europe,"$4,287,000,000","$4,812,000,000",12/1/2007
1.3%,65.0%,375882,France,7,,263542,"$2,582,391,514,260",10.9%,"$4,413",132,0.4%,0.7,,85,78,0.9,1,18.4%,65.1%,16.5%,64012572,77.6%,Europe,"$63,701,000,000","$46,029,000,000",12/1/2007
0.8%,49.0%,784016,Germany,18,,330719,"$3,323,809,686,746",10.5%,"$4,231",196,0.4%,0.8,,82,77,1.2,1,13.9%,66.2%,19.8%,82266372,73.7%,Europe,"$49,332,000,000","$96,549,000,000",12/1/2007
1.0%,48.9%,98246,Greece,38,,30217,"$305,431,981,541",9.8%,"$2,682",264,0.4%,0.4,,82,77,1.1,1,14.4%,66.8%,18.8%,11163002,75.2%,Europe,"$15,687,000,000","$3,430,000,000",12/1/2007
1.0%,55.3%,55859,Hungary,16,,26729,"$136,102,020,867",7.7%,"$1,038",340,0.7%,0.5,9.1%,77,69,1.1,1,15.1%,68.9%,16.1%,10055780,67.4%,Europe,"$5,628,000,000","$3,088,000,000",12/1/2007
1.5%,26.2%,2310,Iceland,5,,4836,"$20,428,232,684",9.3%,"$6,182",140,0.2%,0.9,19.3%,83,80,1.1,1,21.5%,66.6%,11.8%,311566,93.3%,Europe,"$848,000,000","$1,336,000,000",12/1/2007
1.6%,25.3%,44583,Ireland,13,,15120,"$259,574,331,428",7.9%,"$4,733",76,0.4%,0.6,,82,77,1.2,1,20.8%,68.1%,11.1%,4398942,61.0%,Europe,"$9,263,000,000","$8,785,000,000",12/1/2007
1.1%,,,Isle of Man,,,,"$4,075,664,785",,,,,,,,,,1,,,,81812,51.9%,Europe,,,12/1/2007
1.0%,75.4%,462676,Italy,13,,179599,"$2,127,181,952,205",8.5%,"$3,058",340,0.4%,0.4,6.3%,84,79,1.5,1,14.1%,66.0%,19.9%,58438310,68.0%,Europe,"$46,144,000,000","$32,754,000,000",12/1/2007
1.9%,,,Kosovo,,,2045,"$4,743,437,689",,,,,,14.1%,71,67,,1,,,,1733404,,Europe,,,12/1/2007
1.1%,36.4%,7928,Latvia,16,,4796,"$28,765,687,042",7.0%,$883,279,1.0%,0.6,10.9%,77,66,1.0,1,14.2%,68.0%,17.8%,2200325,67.9%,Europe,"$881,000,000","$1,021,000,000",12/1/2007
1.0%,,,Liechtenstein,,,,"$4,602,346,923",,,,,0.7,,84,79,0.9,1,,,,35308,14.6%,Europe,,,12/1/2007
1.0%,46.2%,15137,Lithuania,26,,9460,"$39,325,985,931",6.2%,$725,166,0.7%,0.5,6.9%,77,65,1.5,1,15.9%,68.8%,15.4%,3231294,66.8%,Europe,"$1,192,000,000","$1,168,000,000",12/1/2007
1.1%,20.0%,10869,Luxembourg,26,,4209,"$51,320,661,751",6.8%,"$7,326",59,0.2%,0.8,,82,77,1.4,1,18.2%,67.5%,14.3%,479993,87.4%,Europe,"$4,032,000,000","$3,476,000,000",12/1/2007
1.1%,20.3%,11379,"Macedonia, FYR",15,,3045,"$8,159,825,620",7.0%,$272,192,1.1%,0.4,10.2%,77,72,0.9,1,18.7%,69.9%,11.4%,2096620,57.2%,Europe,"$219,000,000","$147,000,000",12/1/2007
